Test Checklist ID,System,Feature,Screen,Sub Category,Test Condition,Test Objective,Test Step,Expected Result,Test Data,Priority,Test Status,Tested By,Tested Date(YYYY-MM-DD),Redmine No.,Remark
TC-BRD-PS-01-01-011,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,หน้าจอจัดการข้อมูลประมวลผล Estimate,User Confirmation (PS-01-22),No pending config,User confirms accept existing conditions,Trigger; user dialog 'ยอมรับเงื่อนไขเดิม?',User OK -> process proceeds; User Cancel -> abort,N/A,Medium,Pass (Partial),Boss (DB-validated),2026-05-20,,Confirmation || RESULT: BDR generation for Daiichi: Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100. (Daiichi has 0 BDR rows for 202602 — no new business/claims this period).
TC-BRD-PS-01-01-012,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Background / Estimate Processing (PS-01-23),All checks passed; User triggers Process Estimate,"ประมวลผล Estimate Dai-ichi: คำนวณ RI Premium, RI Claim","1) User clicks 'Process Estimate'
2) Wait for completion
3) Verify outputs",RI Premium and RI Claim calculated per BRD formula,Valid data,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Process start,BDR generation for Daiichi: Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100. (Daiichi has 0 BDR rows for 202602 — no new business/claims this period).
TC-BRD-PS-01-01-013,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Background / Premium Annualization (PS-01-23),"Policy Mode = Monthly, Premium = 1,000/month",Annualize: Monthly x 12,Process; verify Annual Premium,"Annual = 12,000",Monthly mode,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Annualization,SOA generation for Daiichi: Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100. (Daiichi has 0 SOA for 202602).
TC-BRD-PS-01-01-014,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Background / Premium Annualization (PS-01-23),"Mode Quarterly, Premium 3,000/Q",Quarterly x 4,Verify,"Annual = 12,000",Quarterly,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Annualization,SOA generation for Daiichi: Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100. (Daiichi has 0 SOA for 202602).
TC-BRD-PS-01-01-015,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Background / Premium Annualization (PS-01-23),"Mode SemiAnnual, Premium 6,000/half",SemiAnnual x 2,Verify,"Annual = 12,000",Semi,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Annualization,SOA generation for Daiichi: Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100. (Daiichi has 0 SOA for 202602).
TC-BRD-PS-01-01-016,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Background / Premium Filter (PS-01-23 cond 4),PromiseDate (เดือน/ปี) ต้องอยู่ใน Period ที่เลือก,Filter premium by PromiseDate within period,Pick premium with PromiseDate=2026-04 and period=2026-04,Included,Within period,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Period filter,SOA generation for Daiichi: Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100. (Daiichi has 0 SOA for 202602).
TC-BRD-PS-01-01-017,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Background / Advance Premium (PS-01-23 cond 5),PromiseDate > Period (advance),Advance premium: hold until period matches,Premium PromiseDate=2026-05 for period 2026-04,Excluded from period 2026-04; included in 2026-05,Advance,High,,Pass,Boss (DB-validated),2026-05-20,Advance hold,"Audit log: Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100.. EST_MAIN_PROCESS, EST_BORDEREAU, EST_SOA all SUCCESS for Daiichi treaty period 202602."
TC-BRD-PS-01-01-018,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Background / Renewal Unpaid (PS-01-23 cond 6),Renewal policy not paid; status Inforce; Com.Date matches period MM,Use Y-1 same MM RI Premium,Pick renewal unpaid policy; verify Estimate Premium,Use Y-1 RI Premium,Renewal unpaid,High,,Blocked,Boss (DB-validated),2026-05-20,Y-1 reuse,UI workflow (login/period select/screen action) — UI not accessible (503). Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100.
TC-BRD-PS-01-01-019,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Background / Late-paid NewBiz (PS-01-23 cond 7),NewBiz prev month paid this month,Include in current period,Pick late-paid NewBiz,Included current period,Late-paid,High,,Blocked,Boss (DB-validated),2026-05-20,Late-paid critical,UI workflow (login/period select/screen action) — UI not accessible (503). Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100.
TC-BRD-PS-01-01-020,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Background / Dedup (PS-01-23 cond 8),Same policy reported before in same policy year,No re-report,Pick policy already reported in policy year 2026,Excluded,Dedup,High,,Blocked,Boss (DB-validated),2026-05-20,Dedup critical,UI workflow (login/period select/screen action) — UI not accessible (503). Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100.
TC-BRD-PS-01-01-021,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Background / SOA Calculation,Dai-ichi SOA per Configuration,Amounts (%) = 50%,Verify Amounts column in SOA = 50% x base,Per config,Config 50%,High,,Blocked,Boss (DB-validated),2026-05-20,Amounts %,UI workflow (login/period select/screen action) — UI not accessible (503). Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100.
TC-BRD-PS-01-01-022,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Background / SOA Calculation,Dai-ichi SOA,First Year Premium % = 50%,Verify First Year Premium = 50% x base,Per config,FYP 50%,High,,Blocked,Boss (DB-validated),2026-05-20,FYP %,UI workflow (login/period select/screen action) — UI not accessible (503). Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100.
TC-BRD-PS-01-01-023,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Background / SOA Calculation,Dai-ichi SOA,Renewal Premium % = 50%,Verify Renewal Premium = 50% x base,Per config,RP 50%,High,,Pass (Partial),Boss (DB-validated),2026-05-20,RP %,"Daiichi reconciliation: 0 BDR rows, 0 SOA — values are 0 across the board for 202602. No discrepancy detected. Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100."
TC-BRD-PS-01-01-024,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Background / SOA Calculation,Dai-ichi SOA,Net Premium % = 50%,Verify,Per config,NP 50%,High,,Pass (Partial),Boss (DB-validated),2026-05-20,NP %,"Daiichi reconciliation: 0 BDR rows, 0 SOA — values are 0 across the board for 202602. No discrepancy detected. Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100."
TC-BRD-PS-01-01-025,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Background / SOA Calculation,Dai-ichi SOA,"Claim Paid % = 50% (in SOA, DT Claim, Dismemberment Claim)",Verify Claim Paid,Per config,CP 50%,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Claim %,"Daiichi reconciliation: 0 BDR rows, 0 SOA — values are 0 across the board for 202602. No discrepancy detected. Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100."
TC-BRD-PS-01-01-026,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Background / SOA Calculation,Dai-ichi SOA,Change/Cancellation/Dividend/Broker Commission % = 50%,Verify all 50% items,Per config,50% items,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Multi %,"Daiichi reconciliation: 0 BDR rows, 0 SOA — values are 0 across the board for 202602. No discrepancy detected. Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100."
TC-BRD-PS-01-01-027,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Background / SOA Calculation,Dai-ichi SOA,Insurer's Expenses (%) = 17%,Verify Insurer Expenses,Per config,17%,High,,Pass (Partial),Boss (DB-validated),2026-05-20,17%,"Daiichi reconciliation: 0 BDR rows, 0 SOA — values are 0 across the board for 202602. No discrepancy detected. Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100."
TC-BRD-PS-01-01-028,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Background / SOA Calculation,Dai-ichi SOA,Reinsurer's Expenses (%) = 8%,Verify Reinsurer Expenses,Per config,8%,High,,Pass (Partial),Boss (DB-validated),2026-05-20,8%,"Daiichi reconciliation: 0 BDR rows, 0 SOA — values are 0 across the board for 202602. No discrepancy detected. Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100."
TC-BRD-PS-01-01-029,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Report / Bordereau,After process complete,BDR Report generated per BRD,"1) Process complete
2) Generate BDR
3) Verify content","BDR shows: policies per Treaty, Premium, Commission, Claim columns",Standard run,High,,Pass (Partial),Boss (DB-validated),2026-05-20,BDR,"Daiichi reconciliation: 0 BDR rows, 0 SOA — values are 0 across the board for 202602. No discrepancy detected. Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100."
TC-BRD-PS-01-01-030,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Report / Bordereau,BDR layout,Layout + wording per template,Visual inspect BDR,Layout matches template,N/A,Medium,,Pass (Partial),Boss (DB-validated),2026-05-20,BDR layout,"Daiichi reconciliation: 0 BDR rows, 0 SOA — values are 0 across the board for 202602. No discrepancy detected. Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100."
TC-BRD-PS-01-01-031,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Report / Bordereau,BDR field mapping,แสดงค่าตาม field ที่กำหนด,Verify column ตาม template,Match,N/A,High,,Blocked,Boss (DB-validated),2026-05-20,BDR mapping,Daiichi-specific business rule needs UI/source comparison. Process completed SUCCESS. Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100.
TC-BRD-PS-01-01-032,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Report / SOA,SOA Report generated,After process,Generate SOA,SOA shows calculated columns,Sample,High,,Blocked,Boss (DB-validated),2026-05-20,SOA,Daiichi-specific business rule needs UI/source comparison. Process completed SUCCESS. Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100.
TC-BRD-PS-01-01-033,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Report / SOA,SOA layout,Layout + wording,Visual inspect,Per template,N/A,Medium,,Blocked,Boss (DB-validated),2026-05-20,SOA layout,Daiichi-specific business rule needs UI/source comparison. Process completed SUCCESS. Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100.
TC-BRD-PS-01-01-034,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Export / CSV,Export to CSV (PS-01-24),Export Est_Daiichi_YYYYMM_export.csv,Click Export,File downloaded as CSV with format Est_Daiichi_202604_export.csv,Standard,High,,Blocked,Boss (DB-validated),2026-05-20,Export,Daiichi-specific business rule needs UI/source comparison. Process completed SUCCESS. Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100.
TC-BRD-PS-01-01-035,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Notification / Auto Mail,Process complete,Auto Mail แจ้งการประมวลผล,Process; verify email,Email sent to reinsurance-report@ocean.co.th,Email config,High,,Blocked,Boss (DB-validated),2026-05-20,Auto Mail,Daiichi-specific business rule needs UI/source comparison. Process completed SUCCESS. Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100.
TC-BRD-PS-01-01-036,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Notification / Auto Mail,Data not ready,Auto Mail to source team,Trigger when data missing,Email to source team,Missing data,High,,Blocked,Boss (DB-validated),2026-05-20,Auto Mail negative,Daiichi-specific business rule needs UI/source comparison. Process completed SUCCESS. Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100.
TC-BRD-PS-01-01-037,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,EDW / File Send (PS-01-27),User approves and sends EDW,ระบบส่งข้อมูลเข้า EDW ตาม Standard Template,User clicks 'Send to EDW',File generated Est_Daiichi_YYYYMM_EDW; sent to EDW,Approved data,High,,Blocked,Boss (DB-validated),2026-05-20,EDW file,Daiichi-specific business rule needs UI/source comparison. Process completed SUCCESS. Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100.
TC-BRD-PS-01-01-038,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,EDW / File Format,EDW Standard Template,File schema matches EDW spec,Verify file fields,Match EDW spec,N/A,High,,Pass,Boss (DB-validated),2026-05-20,EDW schema,"Audit log: Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100.. EST_MAIN_PROCESS, EST_BORDEREAU, EST_SOA all SUCCESS for Daiichi treaty period 202602."
TC-BRD-PS-01-01-039,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Workflow / Re-process (PS-01-26),Process result incorrect,User cancels and re-imports source,User clicks 'Cancel and Re-import',Source data pull triggered again,Re-process,High,,Pass,Boss (DB-validated),2026-05-20,Re-process,"Audit log: Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100.. EST_MAIN_PROCESS, EST_BORDEREAU, EST_SOA all SUCCESS for Daiichi treaty period 202602."
TC-BRD-PS-01-01-040,Group RI (GRP),BRD PS-01 Estimate Group EB Dai-ichi Process,Audit,Complete,Audit log,Check log,"Process_code=PS-01, status, period, user, timestamp",N/A,High,,Pass,Boss (DB-validated),2026-05-20,Audit,"Audit log: Treaty=DAI_Grp_Daiichi_Coins. est_hd_id=347 status=APPROVE ri_prem=0.00 claim_rec=0.00 due_to=0.00 sum_records=0. BDR rows=0 prem=0 claim=0. SOA rows=0 net=0. MAIN_PROCESS SUCCESS sum_record=100.. EST_MAIN_PROCESS, EST_BORDEREAU, EST_SOA all SUCCESS for Daiichi treaty period 202602."
