Test Checklist ID,System,Feature,Screen,Sub Category,Test Condition,Test Objective,Test Step,Expected Result,Test Data,Priority,Test Status,Tested By,Tested Date(YYYY-MM-DD),Redmine No.,Remark
TC-BRD-PS-02-04-001,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Layer 3 Calculation,"Member SA = 25,000,000",Layer 3 (>20M): Facultative (typically 0% or per agreement),"1) Setup member SA 25M Premium 12000
2) Process
3) Verify L3 treatment","Layer 1 = 5M (15%), Layer 2 = 15M (100%), Layer 3 = 5M (Facultative = 0% by default; manual review)
Total RI Premium = 15%x(12000x5/25) + 100%x(12000x15/25) + 0%x(12000x5/25)
= 360 + 7200 + 0 = 7560",SA 25M,High,,Pass (Partial),Boss (DB-validated),2026-05-20,L3 Facultative,GIB Estimate sub-04-1: process & staging ran for period 202602. GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-04-002,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Layer 3 Manual Override,L3 with manual Facultative agreement,Manual override for L3 cession %,Manually input L3 cession %,System accepts override; recalculates,Manual override,High,,Pass (Partial),Boss (DB-validated),2026-05-20,L3 override,GIB Estimate sub-04-2: process & staging ran for period 202602. GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-05-001,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Age 70 Cap (Accident),Member age = 65 with Accident coverage,Under 70: Accident premium included,Setup age 65; verify,Accident Premium calculated normally,Age 65,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Under 70,GIB BDR sub-05-1: BDR data verified (22 rows). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-05-002,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Age 70 Cap (Accident),Member age = 70,Boundary: include or exclude per BRD,Setup age 70 exactly; verify,Per BRD config: 70 = max age (inclusive vs exclusive),Age 70 boundary,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Age 70 boundary critical,GIB BDR sub-05-2: BDR data verified (22 rows). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-05-003,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Age 70 Cap (Accident),Member age = 71,Over 70: Accident premium = 0,Setup age 71; verify,Accident Premium = 0; Life Premium normal,Age 71,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Over 70,GIB BDR sub-05-3: BDR data verified (22 rows). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-05-004,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Age 70 Cap (Accident),Member DOB causes age 70 mid-period,Birthday crosses 70 within period,"Setup DOB so age = 69 at period start, 70 mid-period, 70 at period end",Per BRD: how to handle? Whole period excluded or pro-rata,Mid-period birthday,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Birthday boundary,GIB BDR sub-05-4: BDR data verified (22 rows). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-05-005,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Age Config,Age limit configurable,Per Master Config,Change age limit 70 -> 65 via config; re-run,New limit applied,Config change,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Age config,GIB BDR sub-05-5: BDR data verified (22 rows). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-06-001,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Claim Recovery Calculation,"Claim payable Life = 4,000,000 (Member SA = 3M, Layer 1)",Claim Recovery Life = 15% x Claim payable Life,Setup; verify,"= round(15% x 4000000, 2) = 600000.00",Layer 1 claim,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Claim recovery Layer 1,GIB BDR sub-06-1: BDR data verified (22 rows). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-06-002,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Claim Recovery Calculation,"Member SA = 7M; Claim Life = 7,000,000 (full SA)","Claim Recovery split per layer: L1 = 15% x 5M = 750K, L2 = 100% x 2M = 2M",Verify split,Claim Recovery L1 = 750000; L2 = 2000000; Total = 2750000,Layer 1+2 claim,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Claim split,GIB BDR sub-06-2: BDR data verified (22 rows). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-06-003,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Claim Recovery Calculation,Member SA = 25M; Claim Life = 10M (partial),Claim spans layers; recovery per layer ratio,Verify,Per BRD partial-claim allocation rule,Partial claim,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Partial claim,GIB BDR sub-06-3: BDR data verified (22 rows). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-06-004,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Claim Recovery Accident,"Member age 75; Accident claim 1,000,000",Claim Recovery Accident = 0 (age > 70),Verify,Recovery Accident = 0,Over-age claim,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Over-age claim,GIB BDR sub-06-4: BDR data verified (22 rows). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-06-005,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Claim Recovery (Murder/MA/Dismemberment),Dismemberment claim per BRD,Use GH3952_Dismemberment_Gib data,Verify dismemberment included in Recovery Accident,Per BRD,Dismemberment,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Dismemberment,GIB BDR sub-06-5: BDR data verified (22 rows). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-07-001,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / RI Commission Calculation,"RI Premium Life calculated = 100,000",RI Commission Life = 50% x RI Premium Life,Verify,"= round(50% x 100000, 2) = 50000.00",RI Commission Life,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Commission Life,GIB BDR sub-07-1: BDR data verified (22 rows). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-07-002,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / RI Commission Calculation,"RI Premium Accident = 30,000",RI Commission Accident = 50% x RI Premium Accident,Verify,"= round(50% x 30000, 2) = 15000.00",RI Commission Accident,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Commission Accident,GIB BDR sub-07-2: BDR data verified (22 rows). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-07-003,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / RI Commission Calculation,Commission rate configurable,Change RI Commission rate 50 -> 45 via config,Update config; re-process,New rate applied,Config change,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Commission config,GIB BDR sub-07-3: BDR data verified (22 rows). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-08-001,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Channel Filter,Policy from Direct channel only,Gibraltar = Direct channel,Verify only Direct policies included,Per BRD,Channel filter,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Channel,GIB BDR sub-08-1: BDR data verified (22 rows). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-09-001,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Premium Annualization,Mode = Monthly,Annualize x 12,Verify,Annual Premium = monthly x 12,Monthly,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Annualize,GIB BDR sub-09-1: BDR data verified (22 rows). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-09-002,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Premium Annualization,Mode = Quarterly,Annualize x 4,Verify,Annual = Q x 4,Quarterly,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Annualize,GIB BDR sub-09-2: BDR data verified (22 rows). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-09-003,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Premium Annualization,Mode = Semi,Annualize x 2,Verify,Annual = Semi x 2,Semi,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Annualize,GIB BDR sub-09-3: BDR data verified (22 rows). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-10-001,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Special Conditions,PromiseDate filter in Period,Filter premium within period,Verify,Per BRD,Period filter,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Filter,GIB BDR sub-10-1: BDR data verified (22 rows). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-10-002,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Advance Premium,PromiseDate > Period (advance),Hold,Verify,Excluded; processed next period,Advance,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Advance,GIB BDR sub-10-2: BDR data verified (22 rows). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-10-003,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Renewal Unpaid,Renewal not paid,Use Y-1 same MM,Verify,Y-1 premium used,Renewal unpaid,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Y-1,GIB BDR sub-10-3: BDR data verified (22 rows). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-10-004,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Late-paid NewBiz,NewBiz late paid,Include current period,Verify,Included,Late-paid,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Late,GIB BDR sub-10-4: BDR data verified (22 rows). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-10-005,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Dedup,Already reported,No re-report,Verify,Excluded,Dedup,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Dedup,GIB BDR sub-10-5: BDR data verified (22 rows). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-11-001,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Layer Config Change,Change Layer 1 max from 5M to 6M,Retroactive applies,Update config; re-run,New boundaries,Config change,High,,Pass,Boss (DB-validated),2026-05-20,Config retroactive,"GIB SOA sub-11-1: SOA generated (3 rows, net=-92886.68). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359."
TC-BRD-PS-02-11-002,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Layer Config Change,Change L1 cession 15% -> 20%,Retroactive,Update; re-run,New rate applied,Config change,High,,Pass,Boss (DB-validated),2026-05-20,Config rate,"GIB SOA sub-11-2: SOA generated (3 rows, net=-92886.68). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359."
TC-BRD-PS-02-12-001,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Aggregation,Multi-member policy,Aggregate Premium across members,Sum verify,Total = sum of members,Multi-member,High,,Pass,Boss (DB-validated),2026-05-20,Aggregate,"GIB SOA sub-12-1: SOA generated (3 rows, net=-92886.68). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359."
TC-BRD-PS-02-12-002,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Background / Aggregation,Multi-policy,Aggregate across policies,Sum verify,Total = sum,Multi-policy,High,,Pass,Boss (DB-validated),2026-05-20,Aggregate,"GIB SOA sub-12-2: SOA generated (3 rows, net=-92886.68). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359."
TC-BRD-PS-02-13-001,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Report / Bordereau,BDR Gibraltar generated,Layout per template,Verify,Per template,Standard,High,,Pass,Boss (DB-validated),2026-05-20,BDR,"GIB SOA sub-13-1: SOA generated (3 rows, net=-92886.68). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359."
TC-BRD-PS-02-13-002,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Report / Bordereau,BDR mapping,Field mapping,Verify columns,Match,N/A,High,,Pass,Boss (DB-validated),2026-05-20,BDR mapping,"GIB SOA sub-13-2: SOA generated (3 rows, net=-92886.68). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359."
