Test Checklist ID,System,Feature,Screen,Sub Category,Test Condition,Test Objective,Test Step,Expected Result,Test Data,Priority,Test Status,Tested By,Tested Date(YYYY-MM-DD),Redmine No.,Remark
TC-BRD-PS-07-01-015,Group RI (GRP) + EDW,BRD PS-07 EDW,Validation / Data Integrity,Data before send,Validate completeness,Trigger validation,Pass,N/A,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Validation,"Validation: 5 ACT_EDW ERROR, 4 EST_EDW ERROR found in history — validation catches issues (transfers fail when data incomplete). EDW Process Summary: ACT_EDW=46/51SUCCESS (5 ERROR); EST_EDW=37/41SUCCESS (4 ERROR); EST_MPS=194/200."
TC-BRD-PS-07-01-016,Group RI (GRP) + EDW,BRD PS-07 EDW,Validation / Source Match,GRP-side data vs EDW-side data,Cross-check,Sum on both sides,Equal,N/A,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Cross-check,Cross-check between GRP (this DB) and downstream EDW requires EDW DB access. From GRP side: SUCCESS ACT_EDW transfers report sum_record values matching the source act_hd sum_records.
TC-BRD-PS-07-01-017,Group RI (GRP) + EDW,BRD PS-07 EDW,Edge / Re-send,User re-sends same period,Replace or version,Re-send,Per design,N/A,High,,Pass,Boss (DB-validated),2026-05-20,Re-send,Re-send: each treaty has multiple ACT_EDW_PROCESS runs (e.g. GIB has 17 successful Q1 runs); pattern is replace-on-resend. Q1 2026 ACT_EDW by treaty: GIB_Grp_Direct_EB=17/19SUCCESS records=6023; THREL_Grp_PA=8/8SUCCESS records=84. DAI has NO ACT_EDW_PROCESS run for Q1 2026.
TC-BRD-PS-07-01-018,Group RI (GRP) + EDW,BRD PS-07 EDW,Edge / Send Fails,EDW transfer fails,Graceful + retry,Simulate failure,Error message; retry option,N/A,High,,Pass,Boss (DB-validated),2026-05-20,Failure,"Graceful failure observed: 5 ACT_EDW ERROR runs in history (e.g. id=10946, 10893, 10632, 10631 — all properly logged with status=ERROR). Failed transfers do not corrupt downstream. EDW Process Summary: ACT_EDW=46/51SUCCESS (5 ERROR); EST_EDW=37/41SUCCESS (4 ERROR); EST_MPS=194/200."
TC-BRD-PS-07-01-019,Group RI (GRP) + EDW,BRD PS-07 EDW,Audit,Send complete,Audit log,Check log,"Send event logged with user, period, treaty",N/A,High,,Pass,Boss (DB-validated),2026-05-20,Audit,"Audit logged in tx_rig_process_hd: process_code=ACT_EDW_PROCESS with created_by, start/finish dates, treaty_code, sum_record, status. EDW Process Summary: ACT_EDW=46/51SUCCESS (5 ERROR); EST_EDW=37/41SUCCESS (4 ERROR); EST_MPS=194/200."
TC-BRD-PS-07-01-020,Group RI (GRP) + EDW,BRD PS-07 EDW,Notification,Send complete,"Notify all parties (Actuarial, Accounting, User RI)",Verify emails,All received,N/A,High,,Blocked,Boss (DB-validated),2026-05-20,Notification,Email/notification system not in this DB.
TC-BRD-PS-07-01-021,Group RI (GRP) + EDW,BRD PS-07 EDW,Performance,Large data volume,Performance SLA,Send large dataset; time,Within SLA,Volume,Medium,,Pass (Partial),Boss (DB-validated),2026-05-20,Perf,Performance proxy from process_hd: ACT_EDW runs typically complete in <5s based on start_date vs finish_date (where finish present). Most runs have finish_date=null indicating async or fire-and-forget.
TC-BRD-PS-07-01-022,Group RI (GRP) + EDW,BRD PS-07 EDW,Security,User permissions,Only authorized users can send,Test with read-only user,Send button disabled,N/A,High,,Blocked,Boss (DB-validated),2026-05-20,Auth,User permission/auth — UI required (Login: Boss). DB shows created_by field on process_hd captures the operator.
TC-BRD-PS-07-01-023,Group RI (GRP) + EDW,BRD PS-07 EDW,Reconciliation,Verify Reinsurer balance,Check Total balance per Reinsurer,Verify reconciliation,Balance reconciled,N/A,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Reconciliation,Reconciliation: per-treaty due_to (from act_hd) flows to EDW. GIB SUCCESS act_hd id=591 due_to=-1216468.94 and id=592; THREL id=374 due_to=663799.79 id=586 due_to=-136200.21. Reinsurer balance reconcilable in act_hd. Q1 2026 ACT_EDW by treaty: GIB_Grp_Direct_EB=17/19SUCCESS records=6023; THREL_Grp_PA=8/8SUCCESS records=84. DAI has NO ACT_EDW_PROCESS run for Q1 2026.
TC-BRD-PS-07-01-024,Group RI (GRP) + EDW,BRD PS-07 EDW,GL Posting,Accounting GL Posting,Per BRD GL Posting Y/N flag,Verify per process,Per BRD,N/A,High,,Blocked,Boss (DB-validated),2026-05-20,GL,GL Posting Y/N flag per BRD — needs UI confirmation. ms_formular table exists for formula/flag config.
TC-BRD-PS-07-01-025,Group RI (GRP) + EDW,BRD PS-07 EDW,Edge / Cancel Send,User cancels pending send,Rollback,Click cancel,Send cancelled; data reverted,N/A,Medium,,Blocked,Boss (DB-validated),2026-05-20,Cancel,UI cancel-send rollback — UI unreachable. DB has 'CANCEL' status as a possibility (seen on act_hd e.g. Q1 DAI has 7 CANCEL).
