Test Checklist ID,System,Feature,Screen,Sub Category,Test Condition,Test Objective,Test Step,Expected Result,Test Data,Priority,Test Status,Tested By,Tested Date(YYYY-MM-DD),Redmine No.,Remark
TC-BRD-PS-08-04-004,Group RI (GRP),BRD PS-08 Set up Master Configuration,หน้าจอ Master Configuration / Thaire,Update Thaire Config,"RI Premium Rate Table","Update rate for Age 35 Type I Class 1 from 1.10 to 1.20","Edit cell; submit","Pending","Rate table",High,,,,,Rate
TC-BRD-PS-08-04-005,Group RI (GRP),BRD PS-08 Set up Master Configuration,หน้าจอ Master Configuration / Thaire,Update Thaire Config,"Murder Discount Rate","Update 50% murder discount from 10% to 15%","Edit; submit","Pending","Murder rate",High,,,,,Murder
TC-BRD-PS-08-04-006,Group RI (GRP),BRD PS-08 Set up Master Configuration,หน้าจอ Master Configuration / Thaire,Update Thaire Config,"Group Volume Discount","Update group 100-199 from 20% to 25%","Edit; submit","Pending","Volume",High,,,,,Volume
TC-BRD-PS-08-04-007,Group RI (GRP),BRD PS-08 Set up Master Configuration,หน้าจอ Master Configuration / Thaire,Create New Policy Config,"Add new Thaire policy GA.2999","Per BRD: Create new report for new policy","Click Add Policy; fill in 11 required fields (Policy No, Name, Commencement Date, etc.)","New policy added","New policy",High,,,,,New policy
TC-BRD-PS-08-05-001,Group RI (GRP),BRD PS-08 Set up Master Configuration,หน้าจอ Master Configuration / Approval,Maker submits for approval,"Maker has pending change","Change goes to Checker","Submit","Checker notified","Pending change",High,,,,,Submit
TC-BRD-PS-08-05-002,Group RI (GRP),BRD PS-08 Set up Master Configuration,หน้าจอ Master Configuration / Approval,Checker login,"Checker login (e.g., onsajee.te@ocean.co.th)","Checker sees pending approvals","Login as Checker; check dashboard","Pending approvals shown","Checker user",High,,,,,Checker
TC-BRD-PS-08-05-003,Group RI (GRP),BRD PS-08 Set up Master Configuration,หน้าจอ Master Configuration / Approval,Checker reviews,"Checker reviews change","Diff view","View change; verify old vs new","Diff visible",N/A,High,,,,,Diff view
TC-BRD-PS-08-05-004,Group RI (GRP),BRD PS-08 Set up Master Configuration,หน้าจอ Master Configuration / Approval,Checker approves,"Checker approves","Config goes live","Click Approve","Live config updated","Approval",High,,,,,Approve
TC-BRD-PS-08-05-005,Group RI (GRP),BRD PS-08 Set up Master Configuration,หน้าจอ Master Configuration / Approval,Checker rejects,"Checker rejects","Maker notified to fix","Click Reject; add comment","Maker notified; status reverts to Maker","Reject scenario",High,,,,,Reject
TC-BRD-PS-08-05-006,Group RI (GRP),BRD PS-08 Set up Master Configuration,หน้าจอ Master Configuration / Approval,Checker on dashboard notification,"Checker login","See pending notification","Login","Pending count shown",N/A,Medium,,,,,Dashboard
TC-BRD-PS-08-06-001,Group RI (GRP),BRD PS-08 Set up Master Configuration,Background / Process Block,"Pending config exists","Process is blocked until approved","Try to trigger Estimate process","Cannot proceed; alert: 'Pending configuration'","Block on pending",High,,,,,Process gate
TC-BRD-PS-08-06-002,Group RI (GRP),BRD PS-08 Set up Master Configuration,Background / Retroactive Application,"Config approved","Old run can be re-processed with new config","Re-process prior period","New config applied retroactively",Retroactive,High,,,,,Retroactive critical
TC-BRD-PS-08-07-001,Group RI (GRP),BRD PS-08 Set up Master Configuration,Background / Edit/Cancel Used Config,"Config used in processed period","Cannot edit or cancel","Try to edit","Disabled; HelpDesk note","Used config",High,,,,,Lock used
TC-BRD-PS-08-07-002,Group RI (GRP),BRD PS-08 Set up Master Configuration,Background / Edit/Cancel Unused Config,"Config not used yet","Can edit/cancel","Try to edit","Allowed","Unused config",High,,,,,Edit unused
TC-BRD-PS-08-08-001,Group RI (GRP),BRD PS-08 Set up Master Configuration,Background / Version History,"Multiple config versions","View history","Click history","All versions shown with date, user, change",N/A,High,,,,,Version history
TC-BRD-PS-08-08-002,Group RI (GRP),BRD PS-08 Set up Master Configuration,Background / Effective Date,"Config has effective date","Per BRD: future effective date","Set effective_from = future date; save","Live from effective date",Future date,Medium,,,,,Effective date
TC-BRD-PS-08-09-001,Group RI (GRP),BRD PS-08 Set up Master Configuration,Audit,"Config change complete","Audit log","Check log","Change logged with maker, checker, before/after, timestamp",N/A,High,,,,,Audit
TC-BRD-PS-08-09-002,Group RI (GRP),BRD PS-08 Set up Master Configuration,Security,"Non-Maker user","Cannot edit config","Login as regular user; try edit","Disabled","Read-only user",High,,,,,Authz
TC-BRD-PS-08-09-003,Group RI (GRP),BRD PS-08 Set up Master Configuration,Security,"Maker cannot approve own change","Per BRD 4-eyes","Maker tries to approve own change","Disabled; cannot self-approve","Self-approve",High,,,,,4-eyes
