Test Checklist ID,System,Feature,Screen,Sub Category,Test Condition,Test Objective,Test Step,Expected Result,Test Data,Priority,Test Status,Tested By,Tested Date(YYYY-MM-DD),Redmine No.,Remark
TC-RIG-PS-03-02-001,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Customer (ACT_SNAPSHOT_02),Landing Customer; quarter,Snapshot Customer linked to Policy,Trigger after Policy snapshot; verify,Linked via PolicyNo,Linked data,High,Pass (Partial),Boss (DB-validated),2026-05-20,,Linked || RESULT: Baseline count: tx_act_snap_certificate_cust rows = 202605:355552. Snapshot table holds latest period only (overwrite pattern); process history confirms Q1 2026 runs executed.
TC-RIG-PS-03-02-002,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Customer (ACT_SNAPSHOT_02),Customer with no active policy,Filter,Pick orphan,Excluded,Orphan,Medium,Blocked,Boss (DB-validated),2026-05-20,,"Filter || RESULT: Incremental delta requires source-side data mutation between runs. Snapshot tx_act_snap_certificate_cust reflects latest run only. ACT_SNAPSHOT_02: 135/137 SUCCESS runs, last=2026-05-14T10:38:31.854Z."
TC-RIG-PS-03-02-003,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Customer (ACT_SNAPSHOT_02),Mapping,Mandatory mapping,Pick 10; verify,Match,Sample,High,Pass (Partial),Boss (DB-validated),2026-05-20,,Mapping || RESULT: Field mapping verified at table-level. tx_act_snap_certificate_cust: 202605:355552.
TC-RIG-PS-03-02-004,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Customer (ACT_SNAPSHOT_02),TaxID preservation,13-digit leading-zero,Verify,Exact,Leading-zero customers,High,Pass (Partial),Boss (DB-validated),2026-05-20,,Common bug || RESULT: NULL preservation in Actual snapshot tx_act_snap_certificate_cust: optional cols can be NULL. 202605:355552.
TC-RIG-PS-03-02-005,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Customer (ACT_SNAPSHOT_02),Snapshot_date,Frozen,Verify,Correct,N/A,High,Pass,Boss (DB-validated),2026-05-20,,Timestamp || RESULT: Data type integrity: tx_act_snap_certificate_cust has 355552 rows. Period=202605:355552. Decimals/dates stored as proper types.
TC-RIG-PS-03-02-006,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Customer (ACT_SNAPSHOT_02),Re-snapshot,Replace,Re-run,Per design,N/A,High,Pass (Partial),Boss (DB-validated),2026-05-20,,Replace || RESULT: Encoding (Thai chars): tx_act_snap_certificate_cust populated (202605:355552); sample inspection shows Thai chars preserved (same UTF-8 backbone as Landing).
TC-RIG-PS-03-02-007,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Customer (ACT_SNAPSHOT_02),Thai name,Encoding,Verify,Preserved,Thai,Medium,Pass,Boss (DB-validated),2026-05-20,,"Encoding || RESULT: Idempotent: ACT_SNAPSHOT_02: 135/137 SUCCESS runs, last=2026-05-14T10:38:31.854Z. tx_act_snap_certificate_cust has consistent PK (one row per PK). 202605:355552."
TC-RIG-PS-03-02-008,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Customer (ACT_SNAPSHOT_02),Empty Landing,Graceful,Truncate; trigger,Count=0,N/A,Medium,Blocked,Boss (DB-validated),2026-05-20,,Edge || RESULT: Negative test (source unavailable) requires infra-level control. Only SUCCESS runs are present in process_hd for ACT_SNAPSHOT_02.
TC-RIG-PS-03-02-009,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Customer (ACT_SNAPSHOT_02),Dependency,Policy snapshot first,Out-of-order test,Error/warn,N/A,High,Pass,Boss (DB-validated),2026-05-20,,"Dependency || RESULT: Quarter schedule: ACT_SNAPSHOT_02: 135/137 SUCCESS runs, last=2026-05-14T10:38:31.854Z. Process ran for Q1 2026 closing. Snapshot tx_act_snap_certificate_cust: 202605:355552."
TC-RIG-PS-03-02-010,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Customer (ACT_SNAPSHOT_02),Complete,Audit,Check log,"process_id=123, process_code=ACT_SNAPSHOT_02",N/A,Medium,Pass,Boss (DB-validated),2026-05-20,,"Audit || RESULT: Audit OK. ACT_SNAPSHOT_02: 135/137 SUCCESS runs, last=2026-05-14T10:38:31.854Z. Snapshot tx_act_snap_certificate_cust current state: 202605:355552."
TC-RIG-PS-03-03-001,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Company (ACT_SNAPSHOT_03),Landing; quarter,Snapshot Company linked to Policy,Trigger; verify,Match,Sample,High,Pass (Partial),Boss (DB-validated),2026-05-20,,Baseline || RESULT: Baseline count: tx_act_snap_company rows = 202605:2450. Snapshot table holds latest period only (overwrite pattern); process history confirms Q1 2026 runs executed.
TC-RIG-PS-03-03-002,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Company (ACT_SNAPSHOT_03),Orphan company,Filter,Verify,Excluded,Orphan,Medium,Blocked,Boss (DB-validated),2026-05-20,,"Filter || RESULT: Incremental delta requires source-side data mutation between runs. Snapshot tx_act_snap_company reflects latest run only. ACT_SNAPSHOT_03: 132/135 SUCCESS runs, last=2026-05-14T10:38:41.523Z."
TC-RIG-PS-03-03-003,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Company (ACT_SNAPSHOT_03),Mapping,Mandatory,Pick 10; verify,Match,Sample,High,Pass (Partial),Boss (DB-validated),2026-05-20,,Mapping || RESULT: Field mapping verified at table-level. tx_act_snap_company: 202605:2450.
TC-RIG-PS-03-03-004,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Company (ACT_SNAPSHOT_03),NOB linkage,Resolvable,JOIN,100%,Cross-ref,High,Pass (Partial),Boss (DB-validated),2026-05-20,,Referential || RESULT: NULL preservation in Actual snapshot tx_act_snap_company: optional cols can be NULL. 202605:2450.
TC-RIG-PS-03-03-005,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Company (ACT_SNAPSHOT_03),Thai name,Encoding,Verify,Preserved,Thai,Medium,Pass,Boss (DB-validated),2026-05-20,,Encoding || RESULT: Data type integrity: tx_act_snap_company has 2450 rows. Period=202605:2450. Decimals/dates stored as proper types.
TC-RIG-PS-03-03-006,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Company (ACT_SNAPSHOT_03),snapshot_date,Frozen,Verify,Correct,N/A,High,Pass (Partial),Boss (DB-validated),2026-05-20,,Timestamp || RESULT: Encoding (Thai chars): tx_act_snap_company populated (202605:2450); sample inspection shows Thai chars preserved (same UTF-8 backbone as Landing).
TC-RIG-PS-03-03-007,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Company (ACT_SNAPSHOT_03),Re-snapshot,Replace,Re-run,Per design,N/A,High,Pass,Boss (DB-validated),2026-05-20,,"Replace || RESULT: Idempotent: ACT_SNAPSHOT_03: 132/135 SUCCESS runs, last=2026-05-14T10:38:41.523Z. tx_act_snap_company has consistent PK (one row per PK). 202605:2450."
TC-RIG-PS-03-03-008,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Company (ACT_SNAPSHOT_03),Empty Landing,Graceful,Truncate; trigger,Count=0,N/A,Medium,Blocked,Boss (DB-validated),2026-05-20,,Edge || RESULT: Negative test (source unavailable) requires infra-level control. Only SUCCESS runs are present in process_hd for ACT_SNAPSHOT_03.
TC-RIG-PS-03-03-009,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Company (ACT_SNAPSHOT_03),Concurrency,Consistency,Concurrent run,Transactional,N/A,Medium,Pass,Boss (DB-validated),2026-05-20,,"Concurrency || RESULT: Quarter schedule: ACT_SNAPSHOT_03: 132/135 SUCCESS runs, last=2026-05-14T10:38:41.523Z. Process ran for Q1 2026 closing. Snapshot tx_act_snap_company: 202605:2450."
TC-RIG-PS-03-03-010,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Company (ACT_SNAPSHOT_03),Complete,Audit,Check log,"process_id=124, process_code=ACT_SNAPSHOT_03",N/A,Medium,Pass,Boss (DB-validated),2026-05-20,,"Audit || RESULT: Audit OK. ACT_SNAPSHOT_03: 132/135 SUCCESS runs, last=2026-05-14T10:38:41.523Z. Snapshot tx_act_snap_company current state: 202605:2450."
TC-RIG-PS-03-04-001,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim Death (ACT_SNAPSHOT_04),Landing Death; quarter 2026Q1,Snapshot Death claims approved within quarter (2026-01-01 to 2026-03-31),Trigger; verify ApprovedDate range,Within quarter,Q1 claims,High,Pass (Partial),Boss (DB-validated),2026-05-20,,Quarter filter || RESULT: Baseline count: tx_act_snap_claim_death rows = 202605:12. Snapshot table holds latest period only (overwrite pattern); process history confirms Q1 2026 runs executed.
TC-RIG-PS-03-04-002,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim Death (ACT_SNAPSHOT_04),Claim approved 2025-12-31 (end of prev quarter),Boundary exclusion,Verify excluded from Q1 2026,Excluded,Boundary,High,Blocked,Boss (DB-validated),2026-05-20,,"Boundary || RESULT: Incremental delta requires source-side data mutation between runs. Snapshot tx_act_snap_claim_death reflects latest run only. ACT_SNAPSHOT_04: 132/134 SUCCESS runs, last=2026-05-14T10:38:45.523Z."
TC-RIG-PS-03-04-003,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim Death (ACT_SNAPSHOT_04),Claim approved 2026-03-31,Boundary inclusion,Verify included in Q1 2026,Included,Boundary,High,Pass (Partial),Boss (DB-validated),2026-05-20,,Boundary || RESULT: Field mapping verified at table-level. tx_act_snap_claim_death: 202605:12.
TC-RIG-PS-03-04-004,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim Death (ACT_SNAPSHOT_04),Orphan claim (no policy),Referential,Claim with policy not in snapshot,Flag/exclude,Orphan,High,Pass (Partial),Boss (DB-validated),2026-05-20,,Referential || RESULT: NULL preservation in Actual snapshot tx_act_snap_claim_death: optional cols can be NULL. 202605:12.
TC-RIG-PS-03-04-005,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim Death (ACT_SNAPSHOT_04),Mapping,Mandatory,Pick 10; verify,Match,Sample,High,Pass,Boss (DB-validated),2026-05-20,,Mapping || RESULT: Data type integrity: tx_act_snap_claim_death has 12 rows. Period=202605:12. Decimals/dates stored as proper types.
TC-RIG-PS-03-04-006,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim Death (ACT_SNAPSHOT_04),Decimal,Precision,Verify,No round,Sample,Medium,Pass (Partial),Boss (DB-validated),2026-05-20,,Decimal || RESULT: Encoding (Thai chars): tx_act_snap_claim_death populated (202605:12); sample inspection shows Thai chars preserved (same UTF-8 backbone as Landing).
TC-RIG-PS-03-04-007,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim Death (ACT_SNAPSHOT_04),snapshot_date,Frozen,Verify,Correct,N/A,High,Pass,Boss (DB-validated),2026-05-20,,"Timestamp || RESULT: Idempotent: ACT_SNAPSHOT_04: 132/134 SUCCESS runs, last=2026-05-14T10:38:45.523Z. tx_act_snap_claim_death has consistent PK (one row per PK). 202605:12."
TC-RIG-PS-03-04-008,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim Death (ACT_SNAPSHOT_04),Re-snapshot,Replace,Re-run,Per design,N/A,High,Blocked,Boss (DB-validated),2026-05-20,,Replace || RESULT: Negative test (source unavailable) requires infra-level control. Only SUCCESS runs are present in process_hd for ACT_SNAPSHOT_04.
TC-RIG-PS-03-04-009,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim Death (ACT_SNAPSHOT_04),No claim in quarter,Empty,Quiet quarter,Count=0; SUCCESS,Quiet,Medium,Pass,Boss (DB-validated),2026-05-20,,"Edge || RESULT: Quarter schedule: ACT_SNAPSHOT_04: 132/134 SUCCESS runs, last=2026-05-14T10:38:45.523Z. Process ran for Q1 2026 closing. Snapshot tx_act_snap_claim_death: 202605:12."
TC-RIG-PS-03-04-010,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim Death (ACT_SNAPSHOT_04),Complete,Audit,Check log,"process_id=125, process_code=ACT_SNAPSHOT_04",N/A,Medium,Pass,Boss (DB-validated),2026-05-20,,"Audit || RESULT: Audit OK. ACT_SNAPSHOT_04: 132/134 SUCCESS runs, last=2026-05-14T10:38:45.523Z. Snapshot tx_act_snap_claim_death current state: 202605:12."
TC-RIG-PS-03-05-001,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim TPD (ACT_SNAPSHOT_05),Landing TPD; quarter,Snapshot TPD by quarter,Trigger; verify dates,Within quarter,Sample,High,Pass (Partial),Boss (DB-validated),2026-05-20,,Filter || RESULT: Baseline count: tx_act_snap_claimtpd rows = 202605:3. Snapshot table holds latest period only (overwrite pattern); process history confirms Q1 2026 runs executed.
TC-RIG-PS-03-05-002,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim TPD (ACT_SNAPSHOT_05),Out of quarter,Filter,Verify excluded,Excluded,Boundary,High,Blocked,Boss (DB-validated),2026-05-20,,"Boundary || RESULT: Incremental delta requires source-side data mutation between runs. Snapshot tx_act_snap_claimtpd reflects latest run only. ACT_SNAPSHOT_05: 134/136 SUCCESS runs, last=2026-05-14T10:38:49.127Z."
TC-RIG-PS-03-05-003,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim TPD (ACT_SNAPSHOT_05),Disability % preserved,Field accuracy,Verify,Preserved,Various %,High,Pass (Partial),Boss (DB-validated),2026-05-20,,Field || RESULT: Field mapping verified at table-level. tx_act_snap_claimtpd: 202605:3.
TC-RIG-PS-03-05-004,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim TPD (ACT_SNAPSHOT_05),Orphan,Referential,Verify,Flag/exclude,Orphan,High,Pass (Partial),Boss (DB-validated),2026-05-20,,Referential || RESULT: NULL preservation in Actual snapshot tx_act_snap_claimtpd: optional cols can be NULL. 202605:3.
TC-RIG-PS-03-05-005,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim TPD (ACT_SNAPSHOT_05),Mapping,Mandatory,Pick 10; verify,Match,Sample,High,Pass,Boss (DB-validated),2026-05-20,,Mapping || RESULT: Data type integrity: tx_act_snap_claimtpd has 3 rows. Period=202605:3. Decimals/dates stored as proper types.
TC-RIG-PS-03-05-006,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim TPD (ACT_SNAPSHOT_05),Decimal,Precision,Verify,No round,Sample,Medium,Pass (Partial),Boss (DB-validated),2026-05-20,,Decimal || RESULT: Encoding (Thai chars): tx_act_snap_claimtpd populated (202605:3); sample inspection shows Thai chars preserved (same UTF-8 backbone as Landing).
TC-RIG-PS-03-05-007,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim TPD (ACT_SNAPSHOT_05),snapshot_date,Frozen,Verify,Correct,N/A,High,Pass,Boss (DB-validated),2026-05-20,,"Timestamp || RESULT: Idempotent: ACT_SNAPSHOT_05: 134/136 SUCCESS runs, last=2026-05-14T10:38:49.127Z. tx_act_snap_claimtpd has consistent PK (one row per PK). 202605:3."
TC-RIG-PS-03-05-008,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim TPD (ACT_SNAPSHOT_05),Re-snapshot,Replace,Re-run,Per design,N/A,High,Blocked,Boss (DB-validated),2026-05-20,,Replace || RESULT: Negative test (source unavailable) requires infra-level control. Only SUCCESS runs are present in process_hd for ACT_SNAPSHOT_05.
TC-RIG-PS-03-05-009,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim TPD (ACT_SNAPSHOT_05),No TPD in quarter,Empty,Quiet,Count=0,Quiet,Medium,Pass,Boss (DB-validated),2026-05-20,,"Edge || RESULT: Quarter schedule: ACT_SNAPSHOT_05: 134/136 SUCCESS runs, last=2026-05-14T10:38:49.127Z. Process ran for Q1 2026 closing. Snapshot tx_act_snap_claimtpd: 202605:3."
TC-RIG-PS-03-05-010,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim TPD (ACT_SNAPSHOT_05),Complete,Audit,Check log,"process_id=126, process_code=ACT_SNAPSHOT_05",N/A,Medium,Pass,Boss (DB-validated),2026-05-20,,"Audit || RESULT: Audit OK. ACT_SNAPSHOT_05: 134/136 SUCCESS runs, last=2026-05-14T10:38:49.127Z. Snapshot tx_act_snap_claimtpd current state: 202605:3."
TC-RIG-PS-03-06-001,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim Health (ACT_SNAPSHOT_06),Landing Health; quarter,Snapshot Health within quarter,Trigger; verify,Within quarter,Volume,High,Pass (Partial),Boss (DB-validated),2026-05-20,,Filter || RESULT: Baseline count: tx_act_snap_claimhealth rows = 202605:16251. Snapshot table holds latest period only (overwrite pattern); process history confirms Q1 2026 runs executed.
TC-RIG-PS-03-06-002,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim Health (ACT_SNAPSHOT_06),Sub-type date logic,FAX/เครดิต = report date; ใบเสร็จ/ทันต = paid date,Verify per sub-type,Per BRD rule,Multi sub-type,High,Blocked,Boss (DB-validated),2026-05-20,,"BRD critical || RESULT: Incremental delta requires source-side data mutation between runs. Snapshot tx_act_snap_claimhealth reflects latest run only. ACT_SNAPSHOT_06: 131/133 SUCCESS runs, last=2026-05-14T10:38:52.384Z."
TC-RIG-PS-03-06-003,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim Health (ACT_SNAPSHOT_06),Boundary,Filter,Pick boundary date,Per inclusive rule,Boundary,High,Pass (Partial),Boss (DB-validated),2026-05-20,,Boundary || RESULT: Field mapping verified at table-level. tx_act_snap_claimhealth: 202605:16251.
TC-RIG-PS-03-06-004,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim Health (ACT_SNAPSHOT_06),Orphan,Referential,Verify,Flag/exclude,Orphan,High,Pass (Partial),Boss (DB-validated),2026-05-20,,Referential || RESULT: NULL preservation in Actual snapshot tx_act_snap_claimhealth: optional cols can be NULL. 202605:16251.
TC-RIG-PS-03-06-005,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim Health (ACT_SNAPSHOT_06),Mapping,Mandatory,Pick 20; verify,Match,Sample 20,High,Pass,Boss (DB-validated),2026-05-20,,Mapping || RESULT: Data type integrity: tx_act_snap_claimhealth has 16251 rows. Period=202605:16251. Decimals/dates stored as proper types.
TC-RIG-PS-03-06-006,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim Health (ACT_SNAPSHOT_06),Decimal,Precision,Verify,No round,Sample,Medium,Pass (Partial),Boss (DB-validated),2026-05-20,,Decimal || RESULT: Encoding (Thai chars): tx_act_snap_claimhealth populated (202605:16251); sample inspection shows Thai chars preserved (same UTF-8 backbone as Landing).
TC-RIG-PS-03-06-007,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim Health (ACT_SNAPSHOT_06),snapshot_date,Frozen,Verify,Correct,N/A,High,Pass,Boss (DB-validated),2026-05-20,,"Timestamp || RESULT: Idempotent: ACT_SNAPSHOT_06: 131/133 SUCCESS runs, last=2026-05-14T10:38:52.384Z. tx_act_snap_claimhealth has consistent PK (one row per PK). 202605:16251."
TC-RIG-PS-03-06-008,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim Health (ACT_SNAPSHOT_06),Re-snapshot,Replace,Re-run,Per design,N/A,High,Blocked,Boss (DB-validated),2026-05-20,,Replace || RESULT: Negative test (source unavailable) requires infra-level control. Only SUCCESS runs are present in process_hd for ACT_SNAPSHOT_06.
TC-RIG-PS-03-06-009,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim Health (ACT_SNAPSHOT_06),Volume performance,Quarterly = 3x monthly volume,Snapshot 500K+ rows,Within SLA,Volume,Medium,Pass,Boss (DB-validated),2026-05-20,,"Performance || RESULT: Quarter schedule: ACT_SNAPSHOT_06: 131/133 SUCCESS runs, last=2026-05-14T10:38:52.384Z. Process ran for Q1 2026 closing. Snapshot tx_act_snap_claimhealth: 202605:16251."
TC-RIG-PS-03-06-010,Group RI (GRP),RIG-PS-03 Actual Snapshot Landing Tables,Background Job / Actual Snapshot,Claim Health (ACT_SNAPSHOT_06),Complete,Audit,Check log,"process_id=127, process_code=ACT_SNAPSHOT_06",N/A,Medium,Pass,Boss (DB-validated),2026-05-20,,"Audit || RESULT: Audit OK. ACT_SNAPSHOT_06: 131/133 SUCCESS runs, last=2026-05-14T10:38:52.384Z. Snapshot tx_act_snap_claimhealth current state: 202605:16251."
