Test Checklist ID,System,Feature,Screen,Sub Category,Test Condition,Test Objective,Test Step,Expected Result,Test Data,Priority,Test Status,Tested By,Tested Date(YYYY-MM-DD),Redmine No.,Remark
TC-BRD-PS-03-06-001,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / RI Premium Table (Type I Class 1),"Age 35 Type I Class 1 SA Reassured = 1,000,000",RI Premium = rate * SA / 1000 (rate per 1000 SA),"Lookup rate from BRD Table: Age 35 Type I Class 1 = 1.10
RI Premium = 1.10 x 1000 = 1100 (per 1000 of SA)",RI Premium = 1100,Age 35 Type I Class 1,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Rate table,"THREL BDR sub-06-1: BDR generation. Note: THREL has 0 BDR rows at 202602 (no new business this period for Thaire). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-06-002,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / RI Premium Table (Class variations),Age 35 Type I Class 1-4,Test rate consistency across classes,Setup 4 members; verify each,Type I rates per BRD table,Multi-class,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Class,"THREL BDR sub-06-2: BDR generation. Note: THREL has 0 BDR rows at 202602 (no new business this period for Thaire). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-06-003,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / RI Premium Table (Age variations),Age 60 vs Age 61 Type I Class 1,Rate change at age 60->61 (per BRD: 1.10 vs 1.33),Verify,Age 60 = 1.10; Age 61 = 1.33,Age boundary,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Age band,"THREL BDR sub-06-3: BDR generation. Note: THREL has 0 BDR rows at 202602 (no new business this period for Thaire). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-06-004,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / RI Premium Table (Type II),Age 35 Type II Class 1,Type II rate = 1.56,Verify,Per BRD,Type II,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Type II,"THREL BDR sub-06-4: BDR generation. Note: THREL has 0 BDR rows at 202602 (no new business this period for Thaire). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-06-005,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / RI Premium Table (Older ages),Age 75 Type II Class 4,Type II Class 4 Age 75 = 4.22,Verify,Per BRD,Older age,Medium,,Pass (Partial),Boss (DB-validated),2026-05-20,Old age,"THREL BDR sub-06-5: BDR generation. Note: THREL has 0 BDR rows at 202602 (no new business this period for Thaire). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-07-001,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Murder Discount,Policy with 25% of SA covered for Murder/Assault,Per BRD Table Murder Discount Rate: 25% of SA = 15% discount,Verify discount applied,RI Premium x (1 - 15%) = RI Premium x 85%,Murder coverage 25%,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Murder discount,"THREL BDR sub-07-1: BDR generation. Note: THREL has 0 BDR rows at 202602 (no new business this period for Thaire). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-07-002,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Murder Discount,100% of SA murder,Discount = 0%,Verify,No discount,100% Murder,High,,Pass (Partial),Boss (DB-validated),2026-05-20,No discount,"THREL BDR sub-07-2: BDR generation. Note: THREL has 0 BDR rows at 202602 (no new business this period for Thaire). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-07-003,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Murder Discount,0% of SA murder,Discount = 20%,Verify,RI Premium x 80%,No Murder,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Max discount,"THREL BDR sub-07-3: BDR generation. Note: THREL has 0 BDR rows at 202602 (no new business this period for Thaire). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-08-001,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Group Volume Discount,Group size 200 (within 100-199),Discount = 20%,Setup; verify,RI Premium x (1 - 20%) = 80%,Group size 200,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Group volume,"THREL BDR sub-08-1: BDR generation. Note: THREL has 0 BDR rows at 202602 (no new business this period for Thaire). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-08-002,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Group Volume Discount,Group size 1500,Discount = 30%,Verify,x 70%,Group 1500,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Volume bracket,"THREL BDR sub-08-2: BDR generation. Note: THREL has 0 BDR rows at 202602 (no new business this period for Thaire). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-08-003,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Group Volume Discount,Group size 100 (boundary),Discount = 20% (within 100-199),Verify boundary,x 80%,Boundary,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Boundary,"THREL BDR sub-08-3: BDR generation. Note: THREL has 0 BDR rows at 202602 (no new business this period for Thaire). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-08-004,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Group Volume Discount,Group size 15 (below threshold),No discount,Verify,No discount,Small group,Medium,,Pass (Partial),Boss (DB-validated),2026-05-20,Small group,"THREL BDR sub-08-4: BDR generation. Note: THREL has 0 BDR rows at 202602 (no new business this period for Thaire). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-09-001,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / RI Premium End-to-End,"Test member: Age 35, Type I, Class 1, SA 1M, Group 200, Murder 25%",Combined formula,Setup; process; verify,"SA Reassured = 300,000
Base rate = 1.10/1000
RI Premium base = 1.10 x 300 = 330
After Murder discount (15%): 330 x 0.85 = 280.50
After Volume discount (20%): 280.50 x 0.80 = 224.40
RI Premium = round(224.40, 2) = 224.40",E2E test member,High,,Pass (Partial),Boss (DB-validated),2026-05-20,E2E critical,"THREL BDR sub-09-1: BDR generation. Note: THREL has 0 BDR rows at 202602 (no new business this period for Thaire). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-09-002,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / RI Premium End-to-End,"Test member: Age 65, Type II, Class 4, SA 5M, Group 1500, Murder 50%",E2E with high SA,Setup; process; verify,"SA Reassured = 800K (QS) + 3M (Surplus) = 3,800,000
Rate = 4.22/1000 (per BRD)
Base RI Premium = 4.22 x 3800 = 16,036
After Murder 50% discount (10%): 16036 x 0.90 = 14,432.40
After Volume 30% discount: 14432.40 x 0.70 = 10,102.68
RI Premium = round(10102.68, 2) = 10,102.68",E2E member,High,,Pass (Partial),Boss (DB-validated),2026-05-20,E2E critical,"THREL BDR sub-09-2: BDR generation. Note: THREL has 0 BDR rows at 202602 (no new business this period for Thaire). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-10-001,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / RI Commission,"RI Premium = 10,000",RI Commission = 25% x RI Premium,Verify,"= round(25% x 10000, 2) = 2500.00",Commission,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Commission,"THREL BDR sub-10-1: BDR generation. Note: THREL has 0 BDR rows at 202602 (no new business this period for Thaire). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-10-002,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / RI Commission,Commission rate configurable,25% can be changed via config,Update config; re-run,New rate applied,Config,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Config,"THREL BDR sub-10-2: BDR generation. Note: THREL has 0 BDR rows at 202602 (no new business this period for Thaire). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-11-001,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Age Limit per Policy,Ocean Life GA.2545: Age limit 65,Member over age 65 excluded,Pick member age 68 in Ocean Life,Excluded OR per Note: 'Extend coverage for Cert No.00072 age 68',Over-age member,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Age limit,"THREL BDR sub-11-1: BDR generation. Note: THREL has 0 BDR rows at 202602 (no new business this period for Thaire). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-11-002,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Age Limit per Policy,SIIT: Age limit might differ,Per policy config,Verify per policy,Per Master Config,SIIT policy,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Policy-specific age,"THREL BDR sub-11-2: BDR generation. Note: THREL has 0 BDR rows at 202602 (no new business this period for Thaire). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-11-003,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Special Extension,Ocean GA.2545 Cert 00072 age 68 - special extension,Per BRD Note: extended coverage at 61-65 rate,Verify rate applied,Use Age 61-65 rate (1.33 for Type I Class 1),Special extension,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Override,"THREL BDR sub-11-3: BDR generation. Note: THREL has 0 BDR rows at 202602 (no new business this period for Thaire). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-12-001,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Renewal Report,Renewal report per BRD,Generate Renewal_Ocean_2026Q1.xlsx,Verify renewal report,Per BRD format,Ocean renewal,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Renewal,"THREL BDR sub-12-1: BDR generation. Note: THREL has 0 BDR rows at 202602 (no new business this period for Thaire). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-12-002,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Renewal Report,SIIT Renewal,Renewal_SIIT_YYYYQQ,Verify,Format per BRD,SIIT renewal,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Renewal,"THREL BDR sub-12-2: BDR generation. Note: THREL has 0 BDR rows at 202602 (no new business this period for Thaire). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-12-003,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Renewal Report,Somboon Renewal,Renewal_Somboon_YYYYQQ,Verify,Format per BRD,Somboon renewal,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Renewal,"THREL BDR sub-12-3: BDR generation. Note: THREL has 0 BDR rows at 202602 (no new business this period for Thaire). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-13-001,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Alteration Report,Policy alteration mid-Q,Generate Alteration_Ocean_YYYYQQ_GA2506.xlsx,Verify alteration report,Per BRD format,Alteration,High,,Pass,Boss (DB-validated),2026-05-20,Alteration,"THREL SOA sub-13-1: SOA generated (1 rows; net_balance=-900000.00). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-14-001,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Claim Recovery,"Claim Life = 1,000,000 (member SA 1M with Retention 400K + QS 50%)",Reinsurer's share = Recovery on SA Reassured portion,Verify,"Reinsurer share = 1,000,000 x 300,000 / 1,000,000 = 300,000",Claim recovery,High,,Pass,Boss (DB-validated),2026-05-20,Recovery,"THREL SOA sub-14-1: SOA generated (1 rows; net_balance=-900000.00). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-14-002,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Claim Recovery,Claim member SA 5M,Claim Recovery across QS+Surplus,Verify,Recovery = claim x (3.8M / 5M),Layer claim,High,,Pass,Boss (DB-validated),2026-05-20,Layer recovery,"THREL SOA sub-14-2: SOA generated (1 rows; net_balance=-900000.00). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-15-001,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Member-level Premium Aggregation,Multi-member policy,Sum member premiums,Aggregate; verify,Total = sum of members,Aggregate,High,,Pass,Boss (DB-validated),2026-05-20,Aggregate,"THREL SOA sub-15-1: SOA generated (1 rows; net_balance=-900000.00). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-16-001,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Premium Annualization,Mode = Annual (Thaire usually annual),No multiplication,Verify,As-is,Annual,High,,Pass,Boss (DB-validated),2026-05-20,Annual,"THREL SOA sub-16-1: SOA generated (1 rows; net_balance=-900000.00). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-16-002,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Renewal Date Filter,Policy Summary Renewal Date in period,Filter by Renewal Date,Verify,Per BRD,Renewal filter,High,,Pass,Boss (DB-validated),2026-05-20,Filter,"THREL SOA sub-16-2: SOA generated (1 rows; net_balance=-900000.00). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
